,text,place,uri,collector,area,lat,lon,adimakis
109245,Άλλα κι' άλλα τα μεγάλα κι' όχι της Παρασκευής το γάλα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189358,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Άλλα κι' άλλα τα μεγάλα και όχι της Παρασκευής το γάλα.
109590,Διώχνει τον μέρμηγκα απ' τ' άχερα κι' όχι απ' το στάρι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230801,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Διώχνει τον μέρμηγκα από τα άχيرا και όχι από το στάρι
110284,Όλους ρώταγε κι απ' το νου σ' μη βγαίνης,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245909,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Όλους ρώτησε και από το νου σ' μην βγαίνεσες
109640,Ένα χρόνο κ' ένα μήνα έκαμ' ένα αδράχτι νήμα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189322,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Ένα χρόνο και ένα μήνα έκανα ένα αδράχτι νήμα
110234,Ο λαγός πέρσυ ψόφ'σε και φέτος μύρισε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/252196,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Ο λαγός πέρσυ ψόφισε και φέτος μουρίσε
109625,Έκαμε τ' ανάστα ο Θεός. Τ' άκαμε άνου κάτου,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189422,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Έκανε το ανάστα ο Θεός. Το άκαμε άνω κάτω.
109270,"Άλλους μείς, άλλοι μάς κι' άλλοι τα συμπεθεριά μας",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189367,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Άλλοι μείζουν, άλλοι μας κι' άλλοι τα συμπεθέρια μας"
109899,Και τα μονά δικά τ' και τα ζυγά δικά τ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189626,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Και τα μονά δικά της και τα ζυγά δικά της
110230,"Ο κόσμος με τον κόσμο, κι' ο μυλωνάς με το νερό",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230576,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Ο κόσμος με τον κόσμο, και ο μυλωνάς με το νερό"
110543,Σαν την αλεπού φορτωμένος,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189353,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Σαν την αλεπού φορτωμένη
109699,"Είντ' αφρίζεις και ξαφρίζεις, τον παρά μ' έδωσα θα σε φάγω",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189575,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Είναι αφρίζεις και ξαφρίζεις, τον παρά μου έδωσα θα σε φάγω"
109421,Από το ίδιο ξύλο γίνεται και σταυρός και φκυάρι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230877,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Από το ίδιο ξύλο γίνεται και σταυρός και φυκάρι
110790,Το πρόβατο ψοφάει στο χωράφι και η ζημία γίνεται στο σπίτι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189841,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Το πρόβατο ψοφάει στο αγρό και η ζημία γίνεται στο σπίτι
109902,"Καινούργιο Μ'κόσκινο, που να σε κρεμάσω, κι όταν παλιώσης κ΄ύστερα, που να σε πετάξω;",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230422,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Καινούργιο Μ'κόσκινο, που να σε κρεμάσεις, και όταν παλιώσεις κατόπιν, που να σε πετάξεις;"
110768,Το κολοκύθι μαγερεμένο πήγε στο Μπαγδάτι και δεν κρύωσε,"Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/212913,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Το κολοκυθάκι μαγειρεμένο πήγε στο Βαγδάτι και δεν κρύωσε
110816,Τον δούλο σου ανέπαψε για να τον έχης πάντα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189784,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τον δούλο σου ανέπαυσε για να τον έχεις πάντα
109932,"Κατά το πάπλωμα, άπλωνε τα πόδια",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189432,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κατά το πάπλωμα, άπλωσε τα πόδια"
109870,"Κάλλιο πο μακριά κι αγάπη, παρά πο κοντά και μάχη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210237,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Καλύτερα πο μακριά κι αγάπη, παρά πο κοντά και μάχη"
110422,"Παρηγοριά στον άρρωστο, ως που να βγη η ψυχή του",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245792,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Παρηγοριά στον άρρωστο, ως που να βγει η ψυχή του"
109719,"Ζήσε μαυρέ μ', να γίνη το Μάη το τριφύλι να γιάνης",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189639,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Ζήσε μαύρε μου, να γίνει το Μάιο το τριφύλλι να γίνει"
110051,Με τ' αβγά μανταλωμένα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189290,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Με τα αβγά μου ματαλωμένα
109463,"Βάλε το φίδι στον κόρφο σου, να ζεσταθή και σε δαγκάση",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230567,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Βάλε το φίδι στη φωλιά σου, να ζεσταθεί και να σε δαγκάσει"
109259,Άλλο 'ναι στ' αντρού τα χέρια κ' άλλο στου γιού,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189411,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Άλλο είναι στο άνδρα τα χέρια και άλλο στο γιου
109631,"Έλα παππού, να σε δείξω τ' αμπελοχώραφά σ'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189736,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Έλα παππού, να σε δείξω τη αμπελοχώραφή σου."
109237,"Άι Βαρβαρα βαρβαρών', άι Σάββας σαβανών' κι' άι Νικόλας παραχών'",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189286,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Άη Βαρβάρα βαρβάρων', άη Σάββα σαβανών' και άη Νικόλας παραχών'"
110438,Πέτρα κυλάμενη θεμέλιο δεν πιάνει,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245838,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Πέτρα κυλάμενη θεμέλιο δεν πιάνει becomes Πέτρα κυλάμενη θεμέλιο δεν παίρνει
110602,Σταύρωνε και σπέρνε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245960,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Σταύρω και σπέρνω
110109,Μιά φορά σπάν' η λαγήνα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245965,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Μιά φορά σπάνη η λαγάνα
110598,"Στα χωριά, τον παλαιό νόμο βαστούνε",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230823,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," 

Here is the translation:

""Στα χωριά, τον παλαιό νόμο βαστούνε"" becomes ""Στα χωριά, τον παλαιό νόμο βαστούνε""

Let me know if you need anything else!"
109605,Δυό τσαμπάζηδες σ' ένα σχοινί δε χορεύνε,"Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/181456,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Δυό σαμπάζηδες σε ένα σχοινί δεν χωρούνε
110557,Σαν του Βλάχου τα λουτρά,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/212075,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Σαν του Βλάχου τα λουτρά becomes Σαν του Βλάχου τα λουτρία
110690,"Τη σκάφη, σκάφη και τα σύκα σύκα","Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/252237,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225,
110528,Σα μυρμήγκι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230806,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Σα μουρμήγκι
110082,"Μεγάλωσε το γαϊδουράκι, μίκραινε το σαμαράκι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230727,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Μεγάλωσε το γαϊδουράκι, μικράνε το σαμαράκι"
110812,"Τον γλυκό σου λόγο χάρισέ με, το ψωμί σου κράτησε",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210336,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Τον γλυκό σου λόγο χάρισε με, το ψωμί σου κράτησε"
110067,Με το χουλιάρι έφαγε τη ντροπή,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189630,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Με το κουταλάκι έφαγε τη ντροπή
109659,Έφαγε τα μαλλοκέφαλά τ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210344,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Έφαγε τα μαλλόκεφαλά του
110887,Τραβώ τον γιακά μ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179585,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τραβώ τον γιακά μου
110582,"Σκύλος που δε ξέρει να γαβγίσ', φέρενι τον λύκο συη μάντρα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245941,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Σκύλος που δε ξέρει να γαβγίσει, φέρνει τον λύκο στη μάνα του"
109238,"Άϊ Γιώργη, βοήθα με – Σειέ και συ τα χέρια σου. Βοήθησε τον εαυτό σου, μη περιμένης μόνε από τον άλλον",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189285,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Άγιος Γιώργη, βοήθα με – Σέβε και συ τα χέρια σου. Βοήθησε τον εαυτό σου, μη περιμένεις μόνος από τον άλλον."
110110,"Μικρά παιδιά, μικρά βάσανα μεγάλα παιδιά, μεγάλα βάσανα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245772,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Μικρά παιδιά, μικρά βάσανα μεγάλα παιδιά, μεγάλα βάσανα"
110315,"Όποιος ζυμώνει και πλυθή, δέκα μέρες έμορφος κι όποιος πλύνει, δέκα μέρες άσχημος",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189634,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Όποιος ζυμώνει και πλένει, δέκα μέρες έμορφος κι όποιος πλένει, δέκα μέρες άσχημος"
110720,"Τι καλόν ή τι τερπνόν, ή το κατοικείν αδελφούς επί ταύτω;",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189274,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Τι καλό ή τι τέρπνο, ή το κατοικείν αδελφών επ' αὐτού;"
109742,"Η καμήλα μεγάλη είναι, μα το γαϊδουράκι την τραβάει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230717,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Η καμήλα μεγάλη είναι, μα το γαϊδουράκι τη τραβάει"
109283,Άνοιξε η λουλουδιά τ΄,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189425,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Άνοιξε η λουλούδια της
109576,Δεν ξέρει τα τρία κακά της μοίρας του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230861,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Δεν ξέρει τα τρία κακά της τύχης του
109583,Δίνε με τα χέρια σ' και γύρευε με τα πόδια σ',"Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/181474,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Δύνε με τα χέρια σ' και γｭρευε με τα πόδη σ'
110702,"Της αλεπούς η προβιά γυρίζει, γυρίζει στον γούναρη θα πάγη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189351,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Της αλεπούς η προβιά γυρίζει, γυρίζει στον γούναρα θα πάει"
110529,"Σα ξαναγίνω νύφη, θα ξέρω να καμαρώνω",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230854,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Σα ξαναγίνομαι νύφη, θα ξέρω να καμαρώνω"
110377,Οι δρόμοι έχνε μάτια και τα ντουβάρια φτιά.,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230724,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Οι δρόμοι έχουν μάτια και τα δουβάρια φτιούν.
110608,Στην πίττα πάτ'σες,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245820,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Στην πίττα πατήσες
109826,Θαρρείς είναι στις λόκρες γεννημένοι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189670,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Θαρρείς είναι στις λόκρες γεννημένοι becomes Θαρρείς είναι στις λόκρες γεννημένοι
109678,Εβραί'κα παζάρια,"Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/181460,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Εβραίκα παζαρία
109949,"Κι' απ' τον μέρμηγκα, βοήθεια νάχης",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230750,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Αν δεν απ' τον μέρμηγκα, βοήθεια να χής"
109992,"Κρύψε τ' αχρείαστο, γιά το χρειαζούμενο",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230591,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κρύψε το άχρηστο, για το χρειαζόμενο"
109995,"Κύτταξέ με μ' ένα μάτι, θα σε κυττάξω με δυό",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230605,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κύτταξέ με με ένα μάτι, θα σε κυττάξω με δύο"
110387,"Οπόχει κόρη ακριβή, του Μάρτ' ο ήλιος μη τη δη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230702,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Οπόχει κόρη ακριβή, του Μάρτη ο ήλιος μην τη δή"
110030,"Μαζευθήτε γνωστικοί, να φάτε του τρελλού τον βιό",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230941,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Μαζευθει η γραι στο λογισμό τζη η γραι στο λογισμό τζη η γραι στο όνειρό τζη.
110029,Μαζεύει πασαπόρτια,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230666,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Μαζεύει πασσπορτία
110730,Τίναξα τον γιακά μ',Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179612,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τίναξα το γιακά μου
109861,"Κάθεται, κάθεται, την καμήλα τσους τη λέγει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210245,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κάθεται, κάθεται, τη καμήλα τους τη λέει"
110654,Τα έκαμε γυαλιά – καρφιά,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179589,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τα έκανε γυαλιά – καρφιά
109282,Άνοιξε η γης και τον κατάπιε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179601,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Άνοιξε η γη και τον κατάπιασε
109792,"Ημέρα, χρόνος",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189892,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Ημέρα, χρόνος"
109934,Κατά τον μάστορη και τα κοπέλλια του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210259,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Κατά τον μαστόρη και τα κορίτσια του
110862,Τον τρώγ' η μύτη του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230807,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τον τρώγη η μύθη του
109891,"Καθάριος ουρανός, αστραπές δε φοβάται",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189887,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Καθαρός ουρανός, αστραπές δεν φοβούνται"
110245,"Ο λύκος τρίχα αλλάζει, χούϊ δεν αλλάζει",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230412,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Ο λύκος τρίχα αλλάζει, χούι δεν αλλάζει becomes Ο λύκος τρίχα αλλάζει, ουί δεν αλλάζει"
109761,Η όρνιθα μας γέννησε αυγό,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189294,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Η όρνιθα μας γέννησε αυγό.
110705,Της γούνας μου μανίκι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189694,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Της γούνας μου μανούκι
109289,Άντρας ο καλλίτερος τσαχειλάς και μύταρος,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189412,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Άντρας ο καλλίτερος τσαχλας και μυταρός
110718,Τι γυρίζεις σαν το σφοντύλι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189721,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τι γυρίζεις σαν το σφουγγάρι;
110121,Μουλαριού πείσμα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230763,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Μουλαριού πίσμα
110490,Που να σε πάρ' η οργή,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/210374,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Που να σε πάρει η όργη
109771,Η σάρα και η μάρα και η τρύπια η χουλίαρα,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245926,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Η σάρα και η μάρα και η τρύπια η χουλιέρα
110820,"Τον έβαλε τα δυό ποδάρια, σ΄ένα παπούτσι",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189794,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Τον έβαλε τα δύο πόδια, σ' ένα παπούτσι"
109290,"Άπ' τα καλά συναγμένα, πέρν' ο διάβολος τα μισά κι απ' τα κακά, και τον νοικοκύρη μαζύ",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189725,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Άπ' τα καλά συγκεντρωμένα, πέρνει ο διάβολος τα μισά και απ' τα κακά, και τον νοικοκύρη μαζεύει"
109292,"Άρα, μάρα και κατάρα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189444,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Άρα, μάρα και κατάρα"
109544,"Δε γίνομαι μέλι, να με τρών' οι μέλισσες",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230732,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Δε γίνομαι μέλι, να με τρώνε οι μέλισσες"
110458,"Πιότερα αρνιακά, παρά πρόβια",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189458,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Πιο έγκυρα, παρά πρόβια"
110634,Στου πνιγμένου το σπίτι δεν μιλούνε για σκοινί,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230745,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Στου πνιγημένου το σπίτι δεν μιλούν για σκονί
110620,"Στον ίδιο ήλιο οι μάννες τους, άπλωναν τα ρούχα τους",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189852,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Στον ίδιο ήλιο οι μάννες τους, άπλωναν τα ρούχα τους."
109993,"Κτήμα στην Τουρκιά, η γυναίκα στη βλαχιά",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/179610,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κτήμα στην Τουρκία, η γυναίκα στη βλαχία"
109575,Δεν ξέρει τα κακά της μοίρας του,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/290228,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Δεν ξέρει τα κακά της τύχης του
110053,Με τα μάτια τους σε τρώνε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230725,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Με τα μάτια τους τους κοιτάζουν
110643,Σχίσθηκε η γη και τον κατάπιε,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189603,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Σχίστηκε η γη και τον κατάπιε becomes Σχίστηκε η γη και τον κατάπιασε
109511,Για την κούφα είναι,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/230586,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Για την κούπα είναι
110466,Πο μακριά γελάει τους ξένους κι από κοντά τον νοικοκύρη,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189601,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Πο μακριά γελάει τους ξένους και από κοντά τον νοικοκύρη
110473,"Πότε πίττα μέ τυρί, πότε πίττα μοναχή","Ανατολική Θράκη, Σηλυβρία",http://hdl.handle.net/20.500.11853/252230,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Πότε πίττα με τυρί, πότε πίττα μοναχός"
109727,"Η αστραπή, τον τόπο της θα κάψη",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189473,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Η αστραπή, στο τόπο της θα κάψη"
109854,"Κάθε μέρα, ο παπάς δεν τρώγει κόλλυβα",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189897,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Κάθε μέρα, ο παππούς δεν τρώγει κολύβα"
110824,Τον έδωκε δρόμο,Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/189786,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225, Τον έδωσε δρόμο
110020,"Μάη μήνα μη φυτέψεης, Μάη μη σταφανωθής, Πρώτη μέρα μη δουλέψης, Σάββατο μη στολισθής",Ανατολική Θράκη,http://hdl.handle.net/20.500.11853/245751,"Σταμούλη – Σαραντή, Ελπινίκη",Ανατολική Θράκη,41.6759327,26.5587225," Μάη μηνά μην φυτέψεις, Μάη μην σταφανωθείς, Πρώτη μέρα μην δουλέψεις, Σάββατο μην στολισθείς"
